query,true_fish,cam,image_rank1,image_ap,identity_rank1,identity_ap,image_top1_fish,image_top1_score,image_top1_source,image_top2_fish,image_top2_score,image_top2_source,image_top3_fish,image_top3_score,image_top3_source,image_top4_fish,image_top4_score,image_top4_source,image_top5_fish,image_top5_score,image_top5_source,identity_top1_fish,identity_top1_score,identity_top1_source,identity_top2_fish,identity_top2_score,identity_top2_source,identity_top3_fish,identity_top3_score,identity_top3_source,identity_top4_fish,identity_top4_score,identity_top4_source,identity_top5_fish,identity_top5_score,identity_top5_source
0006_c1s1_0011.png,0006,c1,0.0,0.069910,0.0,0.083333,0023,0.468952,0023_c1s1_0001.png,0008,0.450362,0008_c1s1_0001.jpg,0013,0.356301,0013_c2s1_0009.jpg,0003,0.338269,0003_c1s1_0003.png,0012,0.335222,0012_c2s1_0006.png,0023,0.327557,0023,0011,0.303091,0011,0008,0.300133,0008,0013,0.265340,0013,0003,0.242524,0003
0006_c1s1_0012.png,0006,c1,0.0,0.052903,0.0,0.066667,0023,0.421321,0023_c1s1_0002.png,0012,0.303952,0012_c2s1_0007.png,0008,0.206597,0008_c1s1_0001.jpg,0009,0.164762,0009_c1s1_0001.png,0013,0.161058,0013_c2s1_0009.jpg,0023,0.285863,0023,0011,0.116668,0011,0008,0.083689,0008,0013,0.057522,0013,0022,0.057127,0022
0006_c1s1_0013.png,0006,c1,0.0,0.044674,0.0,0.050000,0023,0.563752,0023_c1s1_0001.png,0012,0.447657,0012_c2s1_0007.png,0008,0.384971,0008_c1s1_0001.jpg,0011,0.378840,0011_c2s1_0006.png,0018,0.370961,0018_c1s1_0002.png,0023,0.449221,0023,0011,0.378840,0011,0018,0.307904,0018,0008,0.255439,0008,0009,0.253254,0009
0006_c1s1_0014.png,0006,c1,0.0,0.060570,0.0,0.071429,0023,0.513209,0023_c1s1_0001.png,0008,0.450178,0008_c1s1_0001.jpg,0012,0.367566,0012_c2s1_0006.png,0011,0.330982,0011_c2s1_0006.png,0018,0.306615,0018_c1s1_0002.png,0023,0.364381,0023,0011,0.330982,0011,0008,0.301454,0008,0009,0.214115,0009,0018,0.197281,0018
0006_c1s1_0016.png,0006,c1,0.0,0.112456,0.0,0.125000,0017,0.637169,0017_c2s1_0006.jpg,0008,0.622255,0008_c2s1_0006.jpg,0019,0.621424,0019_c2s1_0006.jpg,0003,0.585192,0003_c1s1_0003.png,0006,0.553883,0006_c1s1_0005.png,0019,0.613349,0019,0017,0.568831,0017,0003,0.534035,0003,0011,0.520619,0011,0007,0.513322,0007
0006_c1s1_0029.png,0006,c1,0.0,0.051240,0.0,0.062500,0023,0.510918,0023_c1s1_0001.png,0008,0.392414,0008_c1s1_0001.jpg,0012,0.355557,0012_c2s1_0006.png,0009,0.330661,0009_c1s1_0001.png,0013,0.330425,0013_c2s1_0009.jpg,0023,0.383517,0023,0011,0.289735,0011,0008,0.249059,0008,0013,0.238641,0013,0009,0.220582,0009
0006_c2s1_0015.png,0006,c2,0.0,0.051225,0.0,0.055556,0023,0.503182,0023_c1s1_0003.png,0012,0.381912,0012_c2s1_0006.png,0008,0.264376,0008_c1s1_0001.jpg,0011,0.252854,0011_c1s1_0001.png,0005,0.228183,0005_c2s1_0011.jpg,0023,0.358185,0023,0011,0.246936,0011,0009,0.113204,0009,0008,0.105787,0008,0013,0.070955,0013
0006_c2s1_0017.png,0006,c2,0.0,0.097689,0.0,0.125000,0008,0.536908,0008_c1s1_0001.jpg,0013,0.466345,0013_c2s1_0009.jpg,0017,0.428043,0017_c2s1_0006.jpg,0003,0.413542,0003_c1s1_0003.png,0019,0.392233,0019_c2s1_0010.jpg,0008,0.397769,0008,0011,0.388844,0011,0013,0.384778,0013,0019,0.367502,0019,0017,0.340149,0017
0006_c2s1_0019.png,0006,c2,0.0,0.059535,0.0,0.071429,0008,0.528216,0008_c1s1_0001.jpg,0011,0.475215,0011_c2s1_0006.png,0023,0.434355,0023_c1s1_0001.png,0005,0.393633,0005_c2s1_0011.jpg,0017,0.392322,0017_c2s1_0006.jpg,0011,0.475215,0011,0008,0.377847,0008,0023,0.357647,0023,0019,0.346106,0019,0009,0.339774,0009
0006_c2s1_0020.png,0006,c2,0.0,0.061816,0.0,0.066667,0008,0.484253,0008_c1s1_0001.jpg,0023,0.457843,0023_c1s1_0001.png,0013,0.410888,0013_c2s1_0009.jpg,0003,0.387976,0003_c1s1_0003.png,0017,0.375691,0017_c2s1_0006.jpg,0011,0.374745,0011,0008,0.349446,0008,0013,0.340708,0013,0017,0.334320,0017,0023,0.303176,0023
0006_c2s1_0021.png,0006,c2,0.0,0.071833,0.0,0.090909,0008,0.455799,0008_c1s1_0001.jpg,0013,0.426820,0013_c2s1_0009.jpg,0023,0.408938,0023_c1s1_0003.png,0011,0.368888,0011_c2s1_0006.png,0005,0.351812,0005_c2s1_0011.jpg,0011,0.368888,0011,0008,0.316837,0008,0013,0.314415,0013,0023,0.301874,0023,0009,0.207779,0009
0006_c2s1_0022.png,0006,c2,0.0,0.057629,0.0,0.071429,0008,0.510231,0008_c1s1_0001.jpg,0011,0.496994,0011_c2s1_0006.png,0023,0.466633,0023_c1s1_0003.png,0009,0.412146,0009_c1s1_0001.png,0005,0.396720,0005_c2s1_0011.jpg,0011,0.496994,0011,0023,0.416529,0023,0009,0.391001,0009,0008,0.346459,0008,0019,0.331833,0019
0006_c2s1_0024.png,0006,c2,0.0,0.078962,0.0,0.090909,0008,0.593212,0008_c1s1_0001.jpg,0017,0.574322,0017_c2s1_0006.jpg,0019,0.523819,0019_c2s1_0008.jpg,0003,0.499368,0003_c1s1_0003.png,0007,0.487887,0007_c1s1_0001.png,0019,0.518539,0019,0017,0.503951,0017,0011,0.483219,0011,0008,0.474364,0008,0007,0.446072,0007
0006_c2s1_0025.png,0006,c2,0.0,0.061177,0.0,0.076923,0023,0.356241,0023_c1s1_0002.png,0012,0.304467,0012_c2s1_0007.png,0008,0.217342,0008_c1s1_0001.jpg,0013,0.201697,0013_c2s1_0009.jpg,0011,0.155727,0011_c2s1_0006.png,0023,0.224397,0023,0011,0.155727,0011,0013,0.088081,0013,0008,0.083105,0008,0022,0.011254,0022
0006_c2s1_0026.png,0006,c2,0.0,0.060125,0.0,0.076923,0008,0.459905,0008_c1s1_0001.jpg,0011,0.452379,0011_c2s1_0006.png,0023,0.427565,0023_c1s1_0001.png,0017,0.339851,0017_c2s1_0006.jpg,0009,0.338238,0009_c1s1_0001.png,0011,0.452379,0011,0023,0.365709,0023,0009,0.321106,0009,0008,0.299721,0008,0019,0.288886,0019
0006_c2s1_0027.png,0006,c2,0.0,0.061505,0.0,0.066667,0023,0.463592,0023_c1s1_0001.png,0008,0.441013,0008_c1s1_0001.jpg,0011,0.319258,0011_c2s1_0006.png,0012,0.312583,0012_c2s1_0007.png,0013,0.300877,0013_c2s1_0009.jpg,0011,0.319258,0011,0023,0.303235,0023,0008,0.289408,0008,0017,0.219395,0017,0013,0.205082,0013
0006_c2s1_0028.png,0006,c2,0.0,0.065613,0.0,0.076923,0023,0.349051,0023_c1s1_0002.png,0012,0.305196,0012_c2s1_0007.png,0008,0.220277,0008_c1s1_0001.jpg,0013,0.194479,0013_c2s1_0009.jpg,0005,0.137523,0005_c2s1_0011.jpg,0023,0.207032,0023,0008,0.103859,0008,0011,0.102275,0011,0013,0.078939,0013,0007,-0.029408,0007
0007_c1s1_0001.png,0007,c1,0.0,0.199049,0.0,0.333333,0008,0.560885,0008_c1s1_0001.jpg,0017,0.548526,0017_c1s1_0001.png,0007,0.511765,0007_c2s1_0007.png,0016,0.430658,0016_c1s1_0004.png,0003,0.415143,0003_c1s1_0003.png,0017,0.525254,0017,0008,0.505750,0008,0007,0.484996,0007,0018,0.408987,0018,0016,0.401355,0016
0007_c1s1_0002.png,0007,c1,0.0,0.121712,0.0,0.166667,0008,0.596153,0008_c1s1_0001.jpg,0020,0.536231,0020_c2s1_0009.jpg,0011,0.522772,0011_c2s1_0006.png,0017,0.504626,0017_c2s1_0006.jpg,0007,0.483936,0007_c1s1_0005.png,0011,0.522772,0011,0017,0.486679,0017,0020,0.482020,0020,0008,0.479427,0008,0018,0.453361,0018
0007_c1s1_0003.png,0007,c1,0.0,0.220009,0.0,0.500000,0017,0.578729,0017_c1s1_0001.png,0008,0.578429,0008_c1s1_0005.jpg,0007,0.547494,0007_c1s1_0005.png,0016,0.498038,0016_c1s1_0003.png,0003,0.466541,0003_c1s1_0002.png,0017,0.558647,0017,0007,0.536154,0007,0008,0.530932,0008,0016,0.476396,0016,0018,0.461196,0018
0007_c1s1_0004.png,0007,c1,0.0,0.232914,0.0,0.500000,0017,0.736464,0017_c2s1_0006.jpg,0008,0.700832,0008_c2s1_0006.jpg,0007,0.690318,0007_c1s1_0003.png,0016,0.657259,0016_c1s1_0004.png,0019,0.639603,0019_c1s1_0002.png,0017,0.723219,0017,0007,0.682655,0007,0016,0.654852,0016,0019,0.643859,0019,0008,0.613330,0008
0007_c1s1_0005.png,0007,c1,0.0,0.114443,0.0,0.200000,0008,0.477299,0008_c1s1_0001.jpg,0011,0.449037,0011_c2s1_0006.png,0020,0.406029,0020_c2s1_0009.jpg,0023,0.402173,0023_c1s1_0001.png,0017,0.398546,0017_c1s1_0001.png,0011,0.449037,0011,0008,0.371475,0008,0017,0.367510,0017,0020,0.360769,0020,0007,0.343341,0007
0007_c1s1_0006.png,0007,c1,1.0,0.328148,0.0,0.500000,0007,0.618101,0007_c2s1_0007.png,0017,0.613446,0017_c1s1_0001.png,0008,0.611051,0008_c2s1_0006.jpg,0016,0.545961,0016_c1s1_0004.png,0015,0.508582,0015_c2s1_0006.png,0017,0.601284,0017,0007,0.581188,0007,0008,0.577401,0008,0016,0.515285,0016,0019,0.493508,0019
0007_c1s1_0007.png,0007,c1,0.0,0.253669,0.0,0.500000,0017,0.732815,0017_c1s1_0001.png,0008,0.707073,0008_c2s1_0008.jpg,0007,0.695210,0007_c1s1_0005.png,0016,0.649037,0016_c1s1_0002.png,0019,0.637080,0019_c1s1_0002.png,0017,0.725158,0017,0007,0.689885,0007,0016,0.646308,0016,0019,0.634654,0019,0008,0.610975,0008
0007_c1s1_0008.png,0007,c1,0.0,0.236087,0.0,0.500000,0017,0.704835,0017_c2s1_0006.jpg,0008,0.703043,0008_c2s1_0006.jpg,0007,0.660296,0007_c1s1_0003.png,0019,0.619050,0019_c1s1_0002.png,0016,0.603901,0016_c1s1_0002.png,0017,0.695487,0017,0007,0.663394,0007,0019,0.608135,0019,0016,0.597480,0016,0008,0.585743,0008
0007_c1s1_0009.png,0007,c1,0.0,0.135806,0.0,0.333333,0008,0.565886,0008_c1s1_0001.jpg,0017,0.563759,0017_c2s1_0006.jpg,0007,0.518965,0007_c2s1_0007.png,0003,0.504693,0003_c1s1_0003.png,0015,0.485211,0015_c2s1_0006.png,0017,0.534798,0017,0008,0.515744,0008,0007,0.481171,0007,0019,0.449255,0019,0016,0.446369,0016
0007_c2s1_0010.png,0007,c2,0.0,0.120726,0.0,0.250000,0008,0.672694,0008_c2s1_0006.jpg,0017,0.671965,0017_c2s1_0006.jpg,0019,0.596854,0019_c2s1_0008.jpg,0003,0.582324,0003_c1s1_0003.png,0007,0.573059,0007_c1s1_0005.png,0017,0.630278,0017,0019,0.588418,0019,0008,0.561346,0008,0007,0.559658,0007,0003,0.530366,0003
0007_c2s1_0011.png,0007,c2,0.0,0.184230,0.0,0.500000,0017,0.579381,0017_c2s1_0006.jpg,0008,0.576010,0008_c2s1_0006.jpg,0007,0.517119,0007_c1s1_0003.png,0019,0.500834,0019_c2s1_0008.jpg,0024,0.486171,0024_c2s1_0007.png,0017,0.550346,0017,0007,0.509324,0007,0008,0.508304,0008,0019,0.495580,0019,0016,0.453897,0016
0007_c2s1_0012.png,0007,c2,0.0,0.080436,0.0,0.200000,0017,0.799831,0017_c2s1_0006.jpg,0019,0.763828,0019_c2s1_0008.jpg,0008,0.763806,0008_c2s1_0006.jpg,0015,0.726080,0015_c2s1_0006.png,0003,0.721892,0003_c1s1_0003.png,0019,0.750269,0019,0017,0.727189,0017,0003,0.678334,0003,0016,0.664249,0016,0007,0.660794,0007
0007_c2s1_0013.png,0007,c2,0.0,0.094465,0.0,0.142857,0008,0.529692,0008_c1s1_0001.jpg,0018,0.475188,0018_c1s1_0001.png,0023,0.471921,0023_c1s1_0001.png,0011,0.425609,0011_c2s1_0006.png,0024,0.410570,0024_c2s1_0007.png,0018,0.437417,0018,0011,0.425609,0011,0008,0.424343,0008,0023,0.383848,0023,0017,0.379646,0017
0007_c2s1_0014.png,0007,c2,0.0,0.143805,0.0,0.200000,0011,0.510250,0011_c2s1_0006.png,0018,0.489158,0018_c2s1_0007.png,0009,0.489039,0009_c1s1_0002.png,0008,0.488646,0008_c2s1_0006.jpg,0023,0.463281,0023_c1s1_0004.png,0011,0.510250,0011,0018,0.493690,0018,0009,0.459912,0009,0023,0.456513,0023,0007,0.410425,0007
0007_c2s1_0015.png,0007,c2,0.0,0.165376,0.0,0.333333,0017,0.738285,0017_c2s1_0006.jpg,0008,0.736415,0008_c2s1_0006.jpg,0019,0.670327,0019_c2s1_0006.jpg,0007,0.665598,0007_c1s1_0001.png,0003,0.623702,0003_c1s1_0003.png,0017,0.703708,0017,0019,0.680210,0019,0007,0.655150,0007,0016,0.612480,0016,0003,0.591995,0003
0007_c2s1_0016.png,0007,c2,0.0,0.156596,0.0,0.333333,0008,0.599445,0008_c1s1_0001.jpg,0017,0.547694,0017_c1s1_0001.png,0007,0.518016,0007_c1s1_0005.png,0020,0.513747,0020_c2s1_0010.jpg,0013,0.480945,0013_c2s1_0008.jpg,0017,0.542881,0017,0008,0.504094,0008,0007,0.477657,0007,0018,0.453420,0018,0011,0.451728,0011
0007_c2s1_0017.png,0007,c2,0.0,0.192190,0.0,0.500000,0017,0.709433,0017_c2s1_0006.jpg,0008,0.671694,0008_c1s1_0005.jpg,0007,0.657008,0007_c2s1_0007.png,0019,0.608743,0019_c2s1_0008.jpg,0016,0.606858,0016_c1s1_0001.png,0017,0.673251,0017,0007,0.635692,0007,0008,0.622325,0008,0019,0.607200,0019,0016,0.598914,0016
0007_c2s1_0018.png,0007,c2,0.0,0.204548,0.0,0.500000,0008,0.506117,0008_c2s1_0006.jpg,0017,0.489666,0017_c1s1_0001.png,0007,0.472697,0007_c2s1_0007.png,0003,0.394161,0003_c1s1_0003.png,0019,0.382636,0019_c2s1_0008.jpg,0017,0.473801,0017,0007,0.443555,0007,0008,0.433075,0008,0019,0.367838,0019,0016,0.358851,0016
0007_c2s1_0019.png,0007,c2,0.0,0.205552,0.0,0.500000,0008,0.741550,0008_c2s1_0006.jpg,0017,0.715103,0017_c2s1_0006.jpg,0007,0.673211,0007_c1s1_0001.png,0019,0.641288,0019_c1s1_0002.png,0020,0.625686,0020_c2s1_0008.jpg,0017,0.696017,0017,0007,0.666976,0007,0019,0.639139,0019,0008,0.606859,0008,0013,0.599344,0013
0007_c2s1_0020.png,0007,c2,0.0,0.122013,0.0,0.333333,0008,0.708146,0008_c2s1_0006.jpg,0017,0.699541,0017_c2s1_0006.jpg,0019,0.641435,0019_c2s1_0008.jpg,0003,0.636636,0003_c1s1_0003.png,0015,0.620317,0015_c2s1_0006.png,0017,0.653663,0017,0019,0.633657,0019,0007,0.615326,0007,0008,0.597483,0008,0003,0.597250,0003
0007_c2s1_0021.png,0007,c2,0.0,0.115394,0.0,0.142857,0008,0.586364,0008_c1s1_0001.jpg,0017,0.532943,0017_c2s1_0006.jpg,0018,0.485055,0018_c1s1_0001.png,0003,0.477326,0003_c1s1_0003.png,0024,0.468844,0024_c2s1_0007.png,0017,0.499948,0017,0008,0.484082,0008,0018,0.465028,0018,0019,0.442667,0019,0011,0.436920,0011
0007_c2s1_0022.png,0007,c2,0.0,0.190962,0.0,0.333333,0008,0.599765,0008_c2s1_0006.jpg,0017,0.599675,0017_c2s1_0006.jpg,0007,0.582511,0007_c2s1_0007.png,0019,0.537881,0019_c1s1_0002.png,0013,0.522185,0013_c2s1_0006.jpg,0017,0.572393,0017,0008,0.564325,0008,0007,0.558324,0007,0019,0.530902,0019,0013,0.501646,0013
0007_c2s1_0023.png,0007,c2,0.0,0.208979,0.0,0.500000,0017,0.695433,0017_c1s1_0001.png,0008,0.681156,0008_c2s1_0008.jpg,0024,0.649298,0024_c2s1_0007.png,0007,0.639768,0007_c1s1_0003.png,0005,0.633862,0005_c1s1_0005.png,0017,0.695559,0017,0007,0.652226,0007,0008,0.583279,0008,0005,0.578565,0005,0019,0.573416,0019
0008_c1s1_0001.png,0008,c1,1.0,0.687370,1.0,1.000000,0008,0.407919,0008_c1s1_0001.jpg,0018,0.371615,0018_c1s1_0001.png,0017,0.365201,0017_c1s1_0001.png,0023,0.348519,0023_c1s1_0001.png,0007,0.321704,0007_c1s1_0003.png,0008,0.334099,0008,0017,0.323111,0017,0018,0.315945,0018,0007,0.301673,0007,0020,0.256258,0020
0008_c1s1_0003.png,0008,c1,0.0,0.319704,0.0,0.333333,0023,0.368916,0023_c1s1_0001.png,0008,0.357737,0008_c1s1_0001.jpg,0012,0.251137,0012_c2s1_0007.png,0011,0.225461,0011_c2s1_0006.png,0018,0.212887,0018_c1s1_0001.png,0023,0.260649,0023,0011,0.225461,0011,0008,0.217852,0008,0009,0.157680,0009,0018,0.152120,0018
0008_c1s1_0004.png,0008,c1,1.0,0.590617,1.0,1.000000,0008,0.527025,0008_c1s1_0001.jpg,0013,0.418158,0013_c2s1_0009.jpg,0023,0.409180,0023_c1s1_0001.png,0017,0.379860,0017_c2s1_0006.jpg,0020,0.373726,0020_c2s1_0009.jpg,0008,0.389834,0008,0011,0.366772,0011,0013,0.340945,0013,0017,0.330640,0017,0023,0.310136,0023
0008_c1s1_0006.png,0008,c1,0.0,0.474344,0.0,0.500000,0017,0.548239,0017_c1s1_0001.png,0008,0.530163,0008_c1s1_0001.jpg,0007,0.481924,0007_c2s1_0007.png,0019,0.443867,0019_c1s1_0002.png,0013,0.443275,0013_c2s1_0008.jpg,0017,0.534430,0017,0008,0.481232,0008,0007,0.478761,0007,0019,0.423751,0019,0013,0.412191,0013
0008_c1s1_0008.png,0008,c1,1.0,0.850108,1.0,1.000000,0008,0.509604,0008_c1s1_0001.jpg,0017,0.458617,0017_c1s1_0001.png,0007,0.442681,0007_c2s1_0007.png,0003,0.377151,0003_c1s1_0003.png,0016,0.371528,0016_c1s1_0004.png,0008,0.447367,0008,0017,0.427709,0017,0007,0.410041,0007,0019,0.345940,0019,0016,0.335364,0016
0008_c1s1_0009.png,0008,c1,1.0,0.716720,0.0,0.333333,0008,0.491630,0008_c2s1_0006.jpg,0017,0.476190,0017_c1s1_0001.png,0007,0.434092,0007_c1s1_0005.png,0016,0.414695,0016_c1s1_0004.png,0003,0.402717,0003_c1s1_0002.png,0017,0.452434,0017,0007,0.418560,0007,0008,0.414046,0008,0019,0.382851,0019,0016,0.377377,0016
0008_c1s1_0012.png,0008,c1,0.0,0.356922,0.0,0.250000,0017,0.739910,0017_c1s1_0001.png,0008,0.718023,0008_c1s1_0004.jpg,0007,0.698500,0007_c1s1_0003.png,0019,0.674055,0019_c1s1_0002.png,0016,0.639766,0016_c2s1_0007.png,0017,0.738215,0017,0007,0.697655,0007,0019,0.651966,0019,0008,0.645435,0008,0016,0.626487,0016
0008_c2s1_0007.png,0008,c2,1.0,0.656666,0.0,0.500000,0008,0.654424,0008_c1s1_0005.jpg,0017,0.653146,0017_c2s1_0006.jpg,0007,0.596078,0007_c2s1_0006.png,0019,0.588392,0019_c1s1_0002.png,0001,0.563242,0001_c2s1_0006.png,0017,0.626913,0017,0008,0.595879,0008,0007,0.590706,0007,0019,0.576640,0019,0013,0.516654,0013
0008_c2s1_0010.png,0008,c2,1.0,0.599214,0.0,0.333333,0008,0.530680,0008_c2s1_0006.jpg,0017,0.517233,0017_c2s1_0006.jpg,0019,0.503915,0019_c2s1_0008.jpg,0007,0.465489,0007_c1s1_0005.png,0003,0.460428,0003_c1s1_0003.png,0019,0.472892,0019,0017,0.450879,0017,0008,0.435871,0008,0007,0.427442,0007,0003,0.415655,0003
0008_c2s1_0011.png,0008,c2,1.0,0.635654,0.0,0.500000,0008,0.575857,0008_c1s1_0001.jpg,0017,0.565697,0017_c2s1_0006.jpg,0007,0.521736,0007_c2s1_0007.png,0019,0.486061,0019_c1s1_0002.png,0024,0.458963,0024_c2s1_0007.png,0017,0.546245,0017,0008,0.518471,0008,0007,0.516339,0007,0019,0.469643,0019,0011,0.439825,0011
0008_c2s1_0013.png,0008,c2,1.0,0.589633,0.0,0.250000,0008,0.662608,0008_c2s1_0006.jpg,0017,0.654802,0017_c2s1_0006.jpg,0007,0.610971,0007_c2s1_0007.png,0019,0.575632,0019_c1s1_0002.png,0020,0.550660,0020_c2s1_0010.jpg,0017,0.651792,0017,0007,0.613770,0007,0019,0.564557,0019,0008,0.561828,0008,0020,0.513716,0020
0008_c2s1_0014.png,0008,c2,0.0,0.378442,0.0,0.250000,0017,0.667020,0017_c2s1_0006.jpg,0008,0.633266,0008_c2s1_0006.jpg,0007,0.615072,0007_c1s1_0001.png,0019,0.607186,0019_c1s1_0002.png,0024,0.573295,0024_c2s1_0007.png,0017,0.647241,0017,0007,0.612050,0007,0019,0.576002,0019,0008,0.570001,0008,0016,0.511488,0016
0008_c2s1_0015.png,0008,c2,1.0,0.802842,0.0,0.500000,0008,0.558664,0008_c1s1_0001.jpg,0017,0.532310,0017_c2s1_0006.jpg,0020,0.482522,0020_c2s1_0010.jpg,0007,0.469722,0007_c2s1_0007.png,0013,0.466216,0013_c2s1_0008.jpg,0017,0.497177,0017,0008,0.480305,0008,0007,0.463712,0007,0019,0.445108,0019,0011,0.438743,0011
0009_c1s1_0001.png,0009,c1,0.0,0.510053,0.0,0.500000,0011,0.626022,0011_c2s1_0006.png,0009,0.557376,0009_c1s1_0002.png,0023,0.527182,0023_c1s1_0004.png,0020,0.511469,0020_c2s1_0006.jpg,0008,0.496098,0008_c1s1_0001.jpg,0011,0.626022,0011,0009,0.544392,0009,0023,0.521949,0023,0020,0.487592,0020,0018,0.453502,0018
0009_c1s1_0002.png,0009,c1,0.0,0.079317,0.0,0.166667,0008,0.493502,0008_c1s1_0001.jpg,0011,0.458932,0011_c2s1_0006.png,0005,0.446311,0005_c2s1_0007.jpg,0018,0.431148,0018_c1s1_0002.png,0020,0.418483,0020_c2s1_0009.jpg,0011,0.458932,0011,0008,0.417142,0008,0020,0.378945,0020,0018,0.358769,0018,0023,0.348611,0023
0009_c1s1_0003.png,0009,c1,0.0,0.078397,0.0,0.142857,0020,0.549367,0020_c1s1_0003.png,0008,0.517277,0008_c2s1_0006.jpg,0024,0.513716,0024_c2s1_0007.png,0005,0.484688,0005_c2s1_0007.jpg,0017,0.444549,0017_c2s1_0006.jpg,0020,0.486087,0020,0024,0.458487,0024,0011,0.444009,0011,0017,0.433580,0017,0018,0.425609,0018
0009_c1s1_0004.png,0009,c1,0.0,0.045015,0.0,0.083333,0020,0.594689,0020_c1s1_0003.png,0024,0.587482,0024_c2s1_0007.png,0005,0.553113,0005_c1s1_0005.png,0008,0.533391,0008_c2s1_0006.jpg,0017,0.513944,0017_c1s1_0001.png,0005,0.542679,0005,0024,0.533297,0024,0020,0.508006,0020,0007,0.502261,0007,0017,0.497854,0017
0009_c1s1_0005.png,0009,c1,0.0,0.108675,0.0,0.250000,0020,0.513186,0020_c2s1_0009.jpg,0005,0.475635,0005_c2s1_0007.jpg,0011,0.469050,0011_c2s1_0006.png,0008,0.464666,0008_c1s1_0001.jpg,0018,0.430463,0018_c1s1_0001.png,0020,0.475170,0020,0011,0.469050,0011,0018,0.403089,0018,0009,0.377478,0009,0008,0.366622,0008
0009_c1s1_0006.png,0009,c1,0.0,0.127149,0.0,0.250000,0023,0.443279,0023_c1s1_0001.png,0011,0.432969,0011_c2s1_0006.png,0018,0.423706,0018_c1s1_0002.png,0005,0.421564,0005_c2s1_0007.jpg,0020,0.417390,0020_c2s1_0009.jpg,0011,0.432969,0011,0020,0.399433,0020,0023,0.394477,0023,0009,0.366745,0009,0018,0.362161,0018
0009_c1s1_0007.png,0009,c1,0.0,0.061495,0.0,0.125000,0011,0.366418,0011_c1s1_0001.png,0023,0.362840,0023_c1s1_0001.png,0012,0.355626,0012_c2s1_0007.png,0008,0.346008,0008_c1s1_0001.jpg,0020,0.331972,0020_c2s1_0009.jpg,0011,0.292276,0011,0008,0.287995,0008,0020,0.282050,0020,0023,0.272538,0023,0018,0.254874,0018
0009_c1s1_0008.png,0009,c1,0.0,0.046486,0.0,0.100000,0008,0.567472,0008_c1s1_0001.jpg,0017,0.470432,0017_c2s1_0006.jpg,0011,0.455908,0011_c2s1_0006.png,0007,0.442378,0007_c2s1_0007.png,0019,0.414708,0019_c2s1_0008.jpg,0008,0.462368,0008,0011,0.455908,0011,0017,0.437386,0017,0007,0.406065,0007,0019,0.399141,0019
0009_c1s1_0009.png,0009,c1,0.0,0.044618,0.0,0.076923,0008,0.661287,0008_c2s1_0008.jpg,0017,0.631628,0017_c1s1_0004.png,0020,0.611735,0020_c2s1_0010.jpg,0003,0.596643,0003_c1s1_0002.png,0007,0.590424,0007_c1s1_0005.png,0017,0.626079,0017,0020,0.585199,0020,0007,0.570043,0007,0008,0.566477,0008,0003,0.545167,0003
0009_c1s1_0010.png,0009,c1,0.0,0.032127,0.0,0.062500,0008,0.587727,0008_c1s1_0005.jpg,0007,0.565783,0007_c2s1_0007.png,0017,0.542872,0017_c2s1_0006.jpg,0020,0.467540,0020_c2s1_0009.jpg,0013,0.467056,0013_c2s1_0008.jpg,0008,0.557317,0008,0017,0.533027,0017,0007,0.512629,0007,0019,0.461616,0019,0013,0.442387,0013
0009_c1s1_0013.png,0009,c1,0.0,0.072806,0.0,0.125000,0020,0.612390,0020_c2s1_0009.jpg,0008,0.574123,0008_c2s1_0006.jpg,0024,0.534262,0024_c2s1_0007.png,0011,0.514007,0011_c2s1_0006.png,0005,0.511432,0005_c2s1_0007.jpg,0020,0.594658,0020,0011,0.514007,0011,0008,0.510243,0008,0018,0.503391,0018,0017,0.493626,0017
0009_c1s1_0014.png,0009,c1,0.0,0.048088,0.0,0.090909,0008,0.491870,0008_c1s1_0001.jpg,0017,0.417616,0017_c1s1_0001.png,0011,0.406189,0011_c2s1_0006.png,0020,0.404164,0020_c2s1_0009.jpg,0007,0.396996,0007_c2s1_0007.png,0008,0.408038,0008,0011,0.406189,0011,0017,0.404455,0017,0018,0.363494,0018,0007,0.359947,0007
0009_c1s1_0015.png,0009,c1,0.0,0.041322,0.0,0.083333,0008,0.540377,0008_c1s1_0001.jpg,0020,0.513646,0020_c2s1_0009.jpg,0024,0.496428,0024_c2s1_0007.png,0007,0.491139,0007_c2s1_0007.png,0017,0.464793,0017_c1s1_0004.png,0008,0.509470,0008,0020,0.490454,0020,0017,0.461810,0017,0007,0.454748,0007,0018,0.436589,0018
0009_c1s1_0016.png,0009,c1,0.0,0.030620,0.0,0.062500,0020,0.610906,0020_c1s1_0003.png,0024,0.606350,0024_c2s1_0007.png,0008,0.591345,0008_c2s1_0006.jpg,0005,0.575875,0005_c1s1_0005.png,0017,0.547925,0017_c1s1_0004.png,0020,0.546862,0020,0017,0.534493,0017,0024,0.528638,0024,0005,0.521197,0005,0019,0.520023,0019
0009_c1s1_0017.png,0009,c1,0.0,0.030977,0.0,0.062500,0024,0.600487,0024_c2s1_0007.png,0008,0.562232,0008_c2s1_0008.jpg,0017,0.559199,0017_c1s1_0004.png,0020,0.554579,0020_c1s1_0003.png,0005,0.535501,0005_c1s1_0005.png,0017,0.544816,0017,0008,0.531091,0008,0020,0.521444,0020,0007,0.510838,0007,0018,0.508352,0018
